♥8, ♦10, ♥10, ♠6, ♥9 | pair
♥10, ♥9, ♣J, ♣6, ♣10 | pair
♥10, ♥9, ♣J, ♥K, ♣10 | pair
♥10, ♥9, ♣J, ♥K, ♣K | pair
♥10, ♥9, ♣J, ♣10, ♣2 | pair
♥10, ♥9, ♣J, ♣10, ♦A | pair
♥10, ♥9, ♣J, ♣10, ♣K | pair
♥10, ♥9, ♣J, ♣10, ♠3 | pair
♥10, ♥9, ♣6, ♥K, ♣10 | pair
♥10, ♥9, ♣6, ♥K, ♣K | pair
♥10, ♥9, ♣6, ♣10, ♣2 | pair
♥10, ♥9, ♣6, ♣10, ♦A | pair
♥10, ♥9, ♣6, ♣10, ♣K | pair
♥10, ♥9, ♣6, ♣10, ♠3 | pair
♥10, ♥9, ♥K, ♣10, ♣2 | pair
♥10, ♥9, ♥K, ♣10, ♦A | pair
♥10, ♥9, ♥K, ♣10, ♣K | two pairs
♥10, ♥9, ♥K, ♣10, ♠3 | pair
♥10, ♥9, ♥K, ♣2, ♣K | pair
♥10, ♥9, ♥K, ♦A, ♣K | pair
♥10, ♥9, ♥K, ♣K, ♠3 | pair
♥10, ♥9, ♣10, ♣2, ♦A | pair
♥10, ♥9, ♣10, ♣2, ♣K | pair
♥10, ♥9, ♣10, ♣2, ♠3 | pair
♥10, ♥9, ♣10, ♦A, ♣K | pair
♥10, ♥9, ♣10, ♦A, ♠3 | pair
♥10, ♥9, ♣10, ♣K, ♠3 | pair
♥10, ♣J, ♣6, ♥K, ♣10 | pair
♥10, ♣J, ♣6, ♥K, ♣K | pair
♥10, ♣J, ♣6, ♣10, ♣2 | pair
♥10, ♣J, ♣6, ♣10, ♦A | pair
♥10, ♣J, ♣6, ♣10, ♣K | pair
♥10, ♣J, ♣6, ♣10, ♠3 | pair
♥10, ♣J, ♥K, ♣10, ♣2 | pair
♥10, ♣J, ♥K, ♣10, ♦A | pair
♥10, ♣J, ♥K, ♣10, ♣K | two pairs
♥10, ♣J, ♥K, ♣10, ♠3 | pair
♥10, ♣J, ♥K, ♣2, ♣K | pair
♥10, ♣J, ♥K, ♦A, ♣K | pair
♥10, ♣J, ♥K, ♣K, ♠3 | pair
♥10, ♣J, ♣10, ♣2, ♦A | pair
♥10, ♣J, ♣10, ♣2, ♣K | pair
♥10, ♣J, ♣10, ♣2, ♠3 | pair
♥10, ♣J, ♣10, ♦A, ♣K | pair
♥10, ♣J, ♣10, ♦A, ♠3 | pair
♥10, ♣J, ♣10, ♣K, ♠3 | pair
♥10, ♣6, ♥K, ♣10, ♣2 | pair
♥10, ♣6, ♥K, ♣10, ♦A | pair
♥10, ♣6, ♥K, ♣10, ♣K | two pairs
♥10, ♣6, ♥K, ♣10, ♠3 | pair
♥10, ♣6, ♥K, ♣2, ♣K | pair
♥10, ♣6, ♥K, ♦A, ♣K | pair
♥10, ♣6, ♥K, ♣K, ♠3 | pair
♥10, ♣6, ♣10, ♣2, ♦A | pair
♥10, ♣6, ♣10, ♣2, ♣K | pair
♥10, ♣6, ♣10, ♣2, ♠3 | pair
♥10, ♣6, ♣10, ♦A, ♣K | pair
♥10, ♣6, ♣10, ♦A, ♠3 | pair
♥10, ♣6, ♣10, ♣K, ♠3 | pair
♥10, ♥K, ♣10, ♣2, ♦A | pair
♥10, ♥K, ♣10, ♣2, ♣K | two pairs
♥10, ♥K, ♣10, ♣2, ♠3 | pair
♥10, ♥K, ♣10, ♦A, ♣K | two pairs
♥10, ♥K, ♣10, ♦A, ♠3 | pair
♥10, ♥K, ♣10, ♣K, ♠3 | two pairs
♥10, ♥K, ♣2, ♦A, ♣K | pair
♥10, ♥K, ♣2, ♣K, ♠3 | pair
♥10, ♥K, ♦A, ♣K, ♠3 | pair
♥10, ♣10, ♣2, ♦A, ♣K | pair
♥10, ♣10, ♣2, ♦A, ♠3 | pair
♥10, ♣10, ♣2, ♣K, ♠3 | pair
♥10, ♣10, ♦A, ♣K, ♠3 | pair
♠6, ♥9, ♣J, ♣6, ♥K | pair
♠6, ♥9, ♣J, ♣6, ♣10 | pair
♠6, ♥9, ♣J, ♣6, ♣2 | pair
♠6, ♥9, ♣J, ♣6, ♦A | pair
♠6, ♥9, ♣J, ♣6, ♣K | pair
♠6, ♥9, ♣J, ♣6, ♠3 | pair
♠6, ♥9, ♣J, ♥K, ♣K | pair
♠6, ♥9, ♣6, ♥K, ♣10 | pair
♠6, ♥9, ♣6, ♥K, ♣2 | pair
♠6, ♥9, ♣6, ♥K, ♦A | pair
♠6, ♥9, ♣6, ♥K, ♣K | two pairs
♠6, ♥9, ♣6, ♥K, ♠3 | pair
♠6, ♥9, ♣6, ♣10, ♣2 | pair
♠6, ♥9, ♣6, ♣10, ♦A | pair
♠6, ♥9, ♣6, ♣10, ♣K | pair
♠6, ♥9, ♣6, ♣10, ♠3 | pair
♠6, ♥9, ♣6, ♣2, ♦A | pair
♠6, ♥9, ♣6, ♣2, ♣K | pair
♠6, ♥9, ♣6, ♣2, ♠3 | pair
♠6, ♥9, ♣6, ♦A, ♣K | pair
♠6, ♥9, ♣6, ♦A, ♠3 | pair
♠6, ♥9, ♣6, ♣K, ♠3 | pair
♠6, ♥9, ♥K, ♣10, ♣K | pair
♠6, ♥9, ♥K, ♣2, ♣K | pair
♠6, ♥9, ♥K, ♦A, ♣K | pair
♠6, ♥9, ♥K, ♣K, ♠3 | pair
♠6, ♣J, ♣6, ♥K, ♣10 | pair
♠6, ♣J, ♣6, ♥K, ♣2 | pair
♠6, ♣J, ♣6, ♥K, ♦A | pair
♠6, ♣J, ♣6, ♥K, ♣K | two pairs
♠6, ♣J, ♣6, ♥K, ♠3 | pair
♠6, ♣J, ♣6, ♣10, ♣2 | pair
♠6, ♣J, ♣6, ♣10, ♦A | pair
♠6, ♣J, ♣6, ♣10, ♣K | pair
♠6, ♣J, ♣6, ♣10, ♠3 | pair
♠6, ♣J, ♣6, ♣2, ♦A | pair
♠6, ♣J, ♣6, ♣2, ♣K | pair
♠6, ♣J, ♣6, ♣2, ♠3 | pair
♠6, ♣J, ♣6, ♦A, ♣K | pair
♠6, ♣J, ♣6, ♦A, ♠3 | pair
♠6, ♣J, ♣6, ♣K, ♠3 | pair
♠6, ♣J, ♥K, ♣10, ♣K | pair
♠6, ♣J, ♥K, ♣2, ♣K | pair
♠6, ♣J, ♥K, ♦A, ♣K | pair
♠6, ♣J, ♥K, ♣K, ♠3 | pair
♠6, ♣6, ♥K, ♣10, ♣2 | pair
♠6, ♣6, ♥K, ♣10, ♦A | pair
♠6, ♣6, ♥K, ♣10, ♣K | two pairs
♠6, ♣6, ♥K, ♣10, ♠3 | pair
♠6, ♣6, ♥K, ♣2, ♦A | pair
♠6, ♣6, ♥K, ♣2, ♣K | two pairs
♠6, ♣6, ♥K, ♣2, ♠3 | pair
♠6, ♣6, ♥K, ♦A, ♣K | two pairs
♠6, ♣6, ♥K, ♦A, ♠3 | pair
♠6, ♣6, ♥K, ♣K, ♠3 | two pairs
♠6, ♣6, ♣10, ♣2, ♦A | pair
♠6, ♣6, ♣10, ♣2, ♣K | pair
♠6, ♣6, ♣10, ♣2, ♠3 | pair
♠6, ♣6, ♣10, ♦A, ♣K | pair
♠6, ♣6, ♣10, ♦A, ♠3 | pair
♠6, ♣6, ♣10, ♣K, ♠3 | pair
♠6, ♣6, ♣2, ♦A, ♣K | pair
♠6, ♣6, ♣2, ♦A, ♠3 | pair
♠6, ♣6, ♣2, ♣K, ♠3 | pair
♠6, ♣6, ♦A, ♣K, ♠3 | pair
♠6, ♥K, ♣10, ♣2, ♣K | pair
♠6, ♥K, ♣10, ♦A, ♣K | pair
♠6, ♥K, ♣10, ♣K, ♠3 | pair
♠6, ♥K, ♣2, ♦A, ♣K | pair
♠6, ♥K, ♣2, ♣K, ♠3 | pair
♠6, ♥K, ♦A, ♣K, ♠3 | pair
♥9, ♣J, ♣6, ♥K, ♣K | pair
♥9, ♣J, ♥K, ♣10, ♣K | pair
♥9, ♣J, ♥K, ♣2, ♣K | pair
♥9, ♣J, ♥K, ♦A, ♣K | pair
♥9, ♣J, ♥K, ♣K, ♠3 | pair
♥9, ♣6, ♥K, ♣10, ♣K | pair
♥9, ♣6, ♥K, ♣2, ♣K | pair
♥9, ♣6, ♥K, ♦A, ♣K | pair
♥9, ♣6, ♥K, ♣K, ♠3 | pair
♥9, ♥K, ♣10, ♣2, ♣K | pair
♥9, ♥K, ♣10, ♦A, ♣K | pair
♥9, ♥K, ♣10, ♣K, ♠3 | pair
♥9, ♥K, ♣2, ♦A, ♣K | pair
♥9, ♥K, ♣2, ♣K, ♠3 | pair
♥9, ♥K, ♦A, ♣K, ♠3 | pair
♣J, ♣6, ♥K, ♣10, ♣K | pair
♣J, ♣6, ♥K, ♣2, ♣K | pair
♣J, ♣6, ♥K, ♦A, ♣K | pair
♣J, ♣6, ♥K, ♣K, ♠3 | pair
♣J, ♣6, ♣10, ♣2, ♣K | flush
♣J, ♥K, ♣10, ♣2, ♣K | pair
♣J, ♥K, ♣10, ♦A, ♣K | pair
♣J, ♥K, ♣10, ♣K, ♠3 | pair
♣J, ♥K, ♣2, ♦A, ♣K | pair
♣J, ♥K, ♣2, ♣K, ♠3 | pair
♣J, ♥K, ♦A, ♣K, ♠3 | pair
♣6, ♥K, ♣10, ♣2, ♣K | pair
♣6, ♥K, ♣10, ♦A, ♣K | pair
♣6, ♥K, ♣10, ♣K, ♠3 | pair
♣6, ♥K, ♣2, ♦A, ♣K | pair
♣6, ♥K, ♣2, ♣K, ♠3 | pair
♣6, ♥K, ♦A, ♣K, ♠3 | pair
♥K, ♣10, ♣2, ♦A, ♣K | pair
♥K, ♣10, ♣2, ♣K, ♠3 | pair
♥K, ♣10, ♦A, ♣K, ♠3 | pair
♥K, ♣2, ♦A, ♣K, ♠3 | pair
